가맹점구분번호,상권,업종,기준년월,comp_intensity,market_churn_rate_4w,same_industry_sales_ratio,customer_fit_score,avg_survival_months,Δsales_4w,sales_volatility_4w
000F03E44A,뚝섬,중식-딤섬/중식만두,,,-0.0186915887850467,1.5,16.825840621768403,666.4065420560747,0.000701897212764,0.029606513675976
002816BA73,마장동,요리주점,,-0.7809367573621279,-0.0181818181818181,0.6570048309178744,23.507483478509577,666.7527272727273,-0.0231057798144529,0.0578019931898169
003473B465,뚝섬,백반/가정식,,0.5378329351384731,-0.0270935960591133,1.6403669724770642,56.29529139708224,660.7007389162561,-0.0188600119926829,0.0145175636554586
003AC99735,답십리,커피전문점,,-0.6482923868656214,-0.0192307692307692,0.8833652007648184,14.586835706290085,666.0403846153846,0.030389363722697,0.0135187710763062
0041E4E5AE,답십리,한식-찌개/전골,,-0.6819943394704735,-0.0264900662251655,0.608,8.682002222582597,661.11059602649,0.0027508914926132,0.0039782039602981
0050D68B18,성수,룸살롱/단란주점,,-0.5023310149673529,-0.0264187866927592,0.2837837837837837,52.27002207716519,661.1590019569471,-0.028419546105091,0.0133246973782532
00646B6673,왕십리,한식-냉면,,-0.1348399724926484,-0.0236966824644549,1.2142857142857144,16.21771751883175,663.0075829383886,0.0044610413230515,0.0125512486457602
0074C4990A,마장동,축산물,,2.995790557031753,-0.0257234726688102,0.6938579654510557,14.716399182520592,661.631189710611,0.0137618578508097,0.0590504972000074
007BE37BA2,성수,한식-단품요리일반,,2.4045780548852544,-0.0319693094629156,0.5717852684144819,37.03604122969183,657.389641943734,-0.0253888240611883,0.0195926006278345
00803E9174,성수,양식,,2.3830124987604195,-0.0270541082164328,0.8983364140480591,35.556378812339496,660.7275551102205,0.0121771782768194,0.0083388398649866
0080644746,,,,,,,,,,
00A2CF886A,왕십리,일반 유흥주점,,1.367351383312816,-0.0256821829855537,1.1372549019607845,20.41570614610708,661.6592295345105,-0.0280551262373722,0.0143118192883405
00BC189C4B,뚝섬,한식-해물/생선,,0.2454459370328258,-0.0256410256410256,0.6388059701492538,22.862848049747623,661.6871794871795,0.0070418237957504,0.0062224509843992
00CEAAD71A,왕십리,포장마차,,1.753470140677216,-0.0170316301703163,1.0789473684210529,19.156611292258024,667.5338199513383,-0.0047530523376068,0.0093748826260697
00DA1813DE,뚝섬,청과물,,-0.254000254000381,-0.0227272727272727,1.3978494623655913,34.68544948252436,663.665909090909,0.0374938808419961,0.0292653328833483
00F54829E1,왕십리,카페,,0.4143468922644462,-0.0220082530949105,1.0148731408573928,16.290684217260686,664.1541953232463,0.0401748588590144,0.0166450827636053
00F733C995,성수,한식-육류/고기,,1.538280161995639,-0.0300429184549356,0.3708920187793427,7.114475895198535,658.6978540772533,-0.0419632165969297,0.0282354278195987
00FDB35E9C,한양대,카페,,0.0814179466643817,-0.0423452768729641,1.0483042137718397,15.56193780010818,650.3433224755701,0.0281171376517259,0.0277105171110201
011E53BB76,왕십리,백반/가정식,,1.2375505674939429,-0.0220125786163522,0.281592039800995,14.472126592844914,664.1512578616353,-0.0051838118163474,0.0138901537447351
